,model,tmscore
96,deepmsa_qMSA_hms_1,0.9184
97,deepmsa_qMSA_hms_2,0.9188
98,deepmsa_qMSA_hms_3,0.9209
99,deepmsa_qMSA_hms_4,0.9032
100,deepmsa_qMSA_jac_0,0.9284
101,deepmsa_qMSA_jac_1,0.9218
102,deepmsa_qMSA_jac_2,0.923
103,deepmsa_qMSA_jac_3,0.8252
104,deepmsa_qMSA_jac_4,0.9313
105,def_drop_nos_0,0.7778
106,def_drop_nos_1,0.8051
107,def_drop_nos_2,0.7635
108,def_drop_nos_3,0.7024
109,def_drop_nos_4,0.7727
110,def_drop_s_0,0.735
111,def_drop_s_1,0.7194
112,def_drop_s_2,0.7754
113,def_drop_s_3,0.7701
114,def_drop_s_4,0.715
115,def_esm_msa_0,0.7822
116,def_esm_msa_1,0.7688
117,def_esm_msa_2,0.7821
118,def_esm_msa_3,0.7406
119,def_esm_msa_4,0.7465
120,def_esm_msa_ckpt5_0,0.8205
121,def_esm_msa_ckpt5_1,0.7575
122,def_esm_msa_ckpt5_2,0.3268
123,def_esm_msa_ckpt5_3,0.5894
124,def_esm_msa_ckpt5_4,0.2431
125,def_notemp_0,0.9491
126,def_notemp_1,0.9377
127,def_notemp_2,0.8347
128,def_notemp_3,0.9377
129,def_notemp_4,0.9358
130,def_notemp_drop_nos_0,0.9483
131,def_notemp_drop_nos_1,0.9485
132,def_notemp_drop_nos_2,0.94
133,def_notemp_drop_nos_3,0.8865
134,def_notemp_drop_nos_4,0.9294
135,def_notemp_drop_s_0,0.9191
136,def_notemp_drop_s_1,0.9182
137,def_notemp_drop_s_2,0.9038
138,def_notemp_drop_s_3,0.9485
139,def_notemp_drop_s_4,0.9259
140,def_ptm_drop_nos_0,0.7312
141,def_ptm_drop_nos_1,0.7251
142,def_ptm_drop_nos_2,0.7516
143,def_ptm_drop_nos_3,0.7114
144,def_ptm_drop_nos_4,0.6625
145,def_ptm_drop_s_0,0.2353
146,def_ptm_drop_s_1,0.3375
147,def_ptm_drop_s_2,0.6639
148,def_ptm_drop_s_3,0.5623
149,def_ptm_drop_s_4,0.3267
150,def_ptm_not_drop_nos_0,0.9336
151,def_ptm_not_drop_nos_1,0.8701
152,def_ptm_not_drop_nos_2,0.9257
153,def_ptm_not_drop_nos_3,0.938
154,def_ptm_not_drop_nos_4,0.8999
155,def_ptm_not_drop_s_0,0.9326
156,def_ptm_not_drop_s_1,0.9283
157,def_ptm_not_drop_s_2,0.9415
158,def_ptm_not_drop_s_3,0.937
159,def_ptm_not_drop_s_4,0.9395
160,def_ptm_notemp_0,0.9272
161,def_ptm_notemp_1,0.9269
162,def_ptm_notemp_2,0.9374
163,def_ptm_notemp_3,0.938
164,def_ptm_notemp_4,0.9226
165,default_0,0.7622
166,default_1,0.78
167,default_2,0.7395
168,default_3,0.7599
169,default_4,0.6951
170,default_pdb70_new_0,0.9186
171,default_pdb70_new_1,0.9444
172,default_pdb70_new_2,0.8305
173,default_pdb70_new_3,0.9175
174,default_pdb70_new_4,0.9458
175,default_ptm_0,0.7124
176,default_ptm_1,0.3647
177,default_ptm_2,0.7433
178,default_ptm_3,0.3423
179,default_ptm_4,0.2303
180,default_seq_temp_0,0.9067
181,default_seq_temp_1,0.9089
182,default_seq_temp_2,0.8316
183,default_seq_temp_3,0.9469
184,default_seq_temp_4,0.9213
185,dhr_0,0.9094
186,dhr_1,0.92
187,dhr_2,0.9322
188,dhr_3,0.9277
189,dhr_4,0.8918
190,ori_seq_temp_0,0.9043
191,ori_seq_temp_1,0.921
192,ori_seq_temp_2,0.9127
193,ori_seq_temp_3,0.9286
194,ori_seq_temp_4,0.917
195,original_0,0.9079
196,original_1,0.9166
197,original_2,0.949
198,original_3,0.9356
199,original_4,0.9465
