,model,tmscore
78,deepmsa_qMSA_3,0.9768
79,deepmsa_qMSA_4,0.9797
80,deepmsa_qMSA_hh3_0,0.9805
81,deepmsa_qMSA_hh3_1,0.9819
82,deepmsa_qMSA_hh3_2,0.9817
83,deepmsa_qMSA_hh3_3,0.9806
84,deepmsa_qMSA_hh3_4,0.9808
85,deepmsa_qMSA_hhb_0,0.9754
86,deepmsa_qMSA_hhb_1,0.9759
87,deepmsa_qMSA_hhb_2,0.975
88,deepmsa_qMSA_hhb_3,0.9759
89,deepmsa_qMSA_hhb_4,0.976
90,deepmsa_qMSA_jac_0,0.98
91,deepmsa_qMSA_jac_1,0.9795
92,deepmsa_qMSA_jac_2,0.9802
93,deepmsa_qMSA_jac_3,0.9795
94,deepmsa_qMSA_jac_4,0.9794
95,def_drop_nos_0,0.9868
96,def_drop_nos_1,0.9864
97,def_drop_nos_2,0.9862
98,def_drop_nos_3,0.9869
99,def_drop_nos_4,0.9868
100,def_drop_s_0,0.9869
101,def_drop_s_1,0.9864
102,def_drop_s_2,0.987
103,def_drop_s_3,0.9871
104,def_drop_s_4,0.986
105,def_esm_msa_0,0.9876
106,def_esm_msa_1,0.9882
107,def_esm_msa_2,0.9878
108,def_esm_msa_3,0.9882
109,def_esm_msa_4,0.9872
110,def_esm_msa_ckpt5_0,0.9854
111,def_esm_msa_ckpt5_1,0.986
112,def_esm_msa_ckpt5_2,0.986
113,def_esm_msa_ckpt5_3,0.9861
114,def_esm_msa_ckpt5_4,0.9852
115,def_notemp_0,0.9877
116,def_notemp_1,0.9882
117,def_notemp_2,0.9882
118,def_notemp_3,0.9881
119,def_notemp_4,0.9882
120,def_notemp_drop_nos_0,0.9885
121,def_notemp_drop_nos_1,0.9883
122,def_notemp_drop_nos_2,0.9891
123,def_notemp_drop_nos_3,0.9883
124,def_notemp_drop_nos_4,0.9865
125,def_notemp_drop_s_0,0.9848
126,def_notemp_drop_s_1,0.9856
127,def_notemp_drop_s_2,0.9877
128,def_notemp_drop_s_3,0.9869
129,def_notemp_drop_s_4,0.9861
130,def_ptm_drop_nos_0,0.983
131,def_ptm_drop_nos_1,0.9819
132,def_ptm_drop_nos_2,0.9836
133,def_ptm_drop_nos_3,0.9831
134,def_ptm_drop_nos_4,0.9812
135,def_ptm_drop_s_0,0.983
136,def_ptm_drop_s_1,0.9836
137,def_ptm_drop_s_2,0.9836
138,def_ptm_drop_s_3,0.9835
139,def_ptm_drop_s_4,0.9837
140,def_ptm_not_drop_nos_0,0.9859
141,def_ptm_not_drop_nos_1,0.9857
142,def_ptm_not_drop_nos_2,0.9875
143,def_ptm_not_drop_nos_3,0.9868
144,def_ptm_not_drop_nos_4,0.9891
145,def_ptm_not_drop_s_0,0.9883
146,def_ptm_not_drop_s_1,0.9864
147,def_ptm_not_drop_s_2,0.9854
148,def_ptm_not_drop_s_3,0.9862
149,def_ptm_not_drop_s_4,0.9865
150,def_ptm_notemp_0,0.9876
151,def_ptm_notemp_1,0.9877
152,def_ptm_notemp_2,0.988
153,def_ptm_notemp_3,0.9873
154,def_ptm_notemp_4,0.9875
155,default_0,0.9875
156,default_1,0.9862
157,default_2,0.9868
158,default_3,0.9859
159,default_4,0.9868
160,default_pdb70_new_0,0.9879
161,default_pdb70_new_1,0.9882
162,default_pdb70_new_2,0.9882
163,default_pdb70_new_3,0.9882
164,default_pdb70_new_4,0.988
165,default_ptm_0,0.9826
166,default_ptm_1,0.9822
167,default_ptm_2,0.9824
168,default_ptm_3,0.9793
169,default_ptm_4,0.9827
170,default_seq_temp_0,0.9882
171,default_seq_temp_1,0.9878
172,default_seq_temp_2,0.988
173,default_seq_temp_3,0.9884
174,default_seq_temp_4,0.988
175,dhr_0,0.989
176,dhr_1,0.9892
177,dhr_2,0.9891
178,dhr_3,0.9888
179,dhr_4,0.9891
180,ori_seq_temp_0,0.9878
181,ori_seq_temp_1,0.9882
182,ori_seq_temp_2,0.988
183,ori_seq_temp_3,0.9884
184,ori_seq_temp_4,0.988
185,original_0,0.9884
186,original_1,0.988
187,original_2,0.9883
188,original_3,0.9885
189,original_4,0.9885
