,model,tmscore
184,default_seq_temp_4,67.779
185,dhr_0,69.971
186,dhr_1,67.456
187,dhr_2,69.181
188,dhr_3,67.473
189,dhr_4,67.602
190,dmsa_dom_hhsearch_0,67.988
191,dmsa_dom_hhsearch_1,66.941
192,dmsa_dom_hhsearch_2,67.102
193,dmsa_dom_hhsearch_3,68.681
194,dmsa_dom_hhsearch_4,68.488
195,dmsa_dom_manual_0,69.246
196,dmsa_dom_manual_1,69.455
197,dmsa_dom_manual_2,68.73
198,dmsa_dom_manual_3,70.261
199,dmsa_dom_manual_4,68.923
200,dmsa_dom_parser_0,69.987
201,dmsa_dom_parser_1,68.939
202,dmsa_dom_parser_2,69.358
203,dmsa_dom_parser_3,68.343
204,dmsa_dom_parser_4,69.358
205,dmsa_dom_unidoc_0,67.037
206,dmsa_dom_unidoc_1,68.81
207,dmsa_dom_unidoc_2,67.65
208,dmsa_dom_unidoc_3,67.231
209,dmsa_dom_unidoc_4,67.682
210,ori_seq_temp_0,69.955
211,ori_seq_temp_1,68.746
212,ori_seq_temp_2,70.019
213,ori_seq_temp_3,69.213
214,ori_seq_temp_4,68.391
215,original_0,67.892
216,original_1,67.408
217,original_2,68.166
218,original_3,67.505
219,original_4,69.262
