,model,tmscore
92,deepmsa_qMSA_hhb_2,86.975
93,deepmsa_qMSA_hhb_3,82.773
94,deepmsa_qMSA_hhb_4,81.933
95,deepmsa_qMSA_hms_0,89.286
96,deepmsa_qMSA_hms_1,88.445
97,deepmsa_qMSA_hms_2,88.655
98,deepmsa_qMSA_hms_3,82.563
99,deepmsa_qMSA_hms_4,82.983
100,deepmsa_qMSA_jac_0,89.076
101,deepmsa_qMSA_jac_1,89.076
102,deepmsa_qMSA_jac_2,89.076
103,deepmsa_qMSA_jac_3,88.445
104,deepmsa_qMSA_jac_4,82.773
105,def_drop_nos_0,76.471
106,def_drop_nos_1,49.37
107,def_drop_nos_2,49.58
108,def_drop_nos_3,67.017
109,def_drop_nos_4,49.16
110,def_drop_s_0,78.571
111,def_drop_s_1,48.529
112,def_drop_s_2,47.899
113,def_drop_s_3,71.429
114,def_drop_s_4,48.319
115,def_esm_msa_0,89.076
116,def_esm_msa_1,88.235
117,def_esm_msa_2,88.235
118,def_esm_msa_3,88.445
119,def_esm_msa_4,88.235
120,def_esm_msa_ckpt5_0,87.815
121,def_esm_msa_ckpt5_1,87.185
122,def_esm_msa_ckpt5_2,90.336
123,def_esm_msa_ckpt5_3,88.025
124,def_esm_msa_ckpt5_4,89.076
125,def_notemp_0,89.706
126,def_notemp_1,89.496
127,def_notemp_2,88.235
128,def_notemp_3,88.235
129,def_notemp_4,82.563
130,def_notemp_drop_nos_0,89.706
131,def_notemp_drop_nos_1,89.496
132,def_notemp_drop_nos_2,89.076
133,def_notemp_drop_nos_3,89.076
134,def_notemp_drop_nos_4,89.916
135,def_notemp_drop_s_0,90.126
136,def_notemp_drop_s_1,89.496
137,def_notemp_drop_s_2,89.706
138,def_notemp_drop_s_3,90.546
139,def_notemp_drop_s_4,90.546
140,def_ptm_drop_nos_0,75.0
141,def_ptm_drop_nos_1,80.252
142,def_ptm_drop_nos_2,72.479
143,def_ptm_drop_nos_3,70.168
144,def_ptm_drop_nos_4,65.966
145,def_ptm_drop_s_0,76.261
146,def_ptm_drop_s_1,71.849
147,def_ptm_drop_s_2,80.462
148,def_ptm_drop_s_3,64.706
149,def_ptm_drop_s_4,65.126
150,def_ptm_not_drop_nos_0,89.916
151,def_ptm_not_drop_nos_1,90.546
152,def_ptm_not_drop_nos_2,89.496
153,def_ptm_not_drop_nos_3,90.546
154,def_ptm_not_drop_nos_4,90.546
155,def_ptm_not_drop_s_0,89.496
156,def_ptm_not_drop_s_1,90.126
157,def_ptm_not_drop_s_2,90.126
158,def_ptm_not_drop_s_3,89.286
159,def_ptm_not_drop_s_4,90.546
160,def_ptm_notemp_0,90.546
161,def_ptm_notemp_1,90.756
162,def_ptm_notemp_2,90.756
163,def_ptm_notemp_3,90.756
164,def_ptm_notemp_4,90.756
165,default_0,89.496
166,default_1,48.529
167,default_2,49.16
168,default_3,48.319
169,default_4,48.529
170,default_pdb70_new_0,89.916
171,default_pdb70_new_1,89.286
172,default_pdb70_new_2,89.916
173,default_pdb70_new_3,89.706
174,default_pdb70_new_4,90.546
175,default_ptm_0,70.798
176,default_ptm_1,75.42
177,default_ptm_2,59.874
178,default_ptm_3,68.277
179,default_ptm_4,69.958
180,default_seq_temp_0,89.286
181,default_seq_temp_1,89.076
182,default_seq_temp_2,89.496
183,default_seq_temp_3,89.916
184,default_seq_temp_4,89.496
185,dhr_0,88.025
186,dhr_1,87.605
187,dhr_2,87.815
188,dhr_3,88.025
189,dhr_4,90.126
190,ori_seq_temp_0,90.336
191,ori_seq_temp_1,90.336
192,ori_seq_temp_2,89.706
193,ori_seq_temp_3,88.655
194,ori_seq_temp_4,88.235
195,original_0,87.815
196,original_1,88.235
197,original_2,87.815
198,original_3,89.286
199,original_4,89.916
