,model,tmscore
98,def_esm_msa_ckpt5_3,34.426
99,def_esm_msa_ckpt5_4,34.426
100,def_notemp_0,34.221
101,def_notemp_1,34.016
102,def_notemp_2,34.016
103,def_notemp_3,34.426
104,def_notemp_4,34.426
105,def_notemp_drop_nos_0,34.426
106,def_notemp_drop_nos_1,34.221
107,def_notemp_drop_nos_2,34.631
108,def_notemp_drop_nos_3,34.426
109,def_notemp_drop_nos_4,34.631
110,def_notemp_drop_s_0,34.221
111,def_notemp_drop_s_1,34.631
112,def_notemp_drop_s_2,34.221
113,def_notemp_drop_s_3,34.221
114,def_notemp_drop_s_4,33.197
115,def_ptm_drop_nos_0,34.426
116,def_ptm_drop_nos_1,34.221
117,def_ptm_drop_nos_2,34.631
118,def_ptm_drop_nos_3,34.631
119,def_ptm_drop_nos_4,34.631
120,def_ptm_drop_s_0,33.607
121,def_ptm_drop_s_1,33.402
122,def_ptm_drop_s_2,33.197
123,def_ptm_drop_s_3,34.631
124,def_ptm_drop_s_4,33.402
125,def_ptm_not_drop_nos_0,34.426
126,def_ptm_not_drop_nos_1,34.426
127,def_ptm_not_drop_nos_2,33.402
128,def_ptm_not_drop_nos_3,34.221
129,def_ptm_not_drop_nos_4,33.811
130,def_ptm_not_drop_s_0,33.811
131,def_ptm_not_drop_s_1,33.402
132,def_ptm_not_drop_s_2,33.402
133,def_ptm_not_drop_s_3,34.016
134,def_ptm_not_drop_s_4,34.221
135,def_ptm_notemp_0,34.221
136,def_ptm_notemp_1,34.836
137,def_ptm_notemp_2,34.426
138,def_ptm_notemp_3,34.836
139,def_ptm_notemp_4,34.426
140,default_0,34.221
141,default_1,34.016
142,default_2,34.016
143,default_3,33.402
144,default_4,34.016
145,default_pdb70_new_0,32.787
146,default_pdb70_new_1,34.221
147,default_pdb70_new_2,34.426
148,default_pdb70_new_3,34.426
149,default_pdb70_new_4,34.221
150,default_ptm_0,33.402
151,default_ptm_1,34.221
152,default_ptm_2,33.402
153,default_ptm_3,32.787
154,default_ptm_4,32.992
155,default_seq_temp_0,34.221
156,default_seq_temp_1,34.631
157,default_seq_temp_2,34.426
158,default_seq_temp_3,34.221
159,default_seq_temp_4,34.221
160,dhr_0,33.402
161,dhr_1,33.197
162,dhr_2,32.992
163,dhr_3,32.992
164,dhr_4,33.197
165,ori_seq_temp_0,34.426
166,ori_seq_temp_1,34.016
167,ori_seq_temp_2,34.631
168,ori_seq_temp_3,34.836
169,ori_seq_temp_4,34.016
170,original_0,34.221
171,original_1,34.426
172,original_2,34.426
173,original_3,34.836
174,original_4,34.426
