,model,tmscore
82,deepmsa_qMSA_2,85.211
83,deepmsa_qMSA_3,87.852
84,deepmsa_qMSA_4,85.211
85,deepmsa_qMSA_hh3_0,88.908
86,deepmsa_qMSA_hh3_1,87.5
87,deepmsa_qMSA_hh3_2,89.085
88,deepmsa_qMSA_hh3_3,88.908
89,deepmsa_qMSA_hh3_4,80.81
90,deepmsa_qMSA_hhb_0,86.972
91,deepmsa_qMSA_hhb_1,89.965
92,deepmsa_qMSA_hhb_2,88.908
93,deepmsa_qMSA_hhb_3,88.028
94,deepmsa_qMSA_hhb_4,89.965
95,deepmsa_qMSA_hms_0,87.852
96,deepmsa_qMSA_hms_1,87.676
97,deepmsa_qMSA_hms_2,87.324
98,deepmsa_qMSA_hms_3,87.852
99,deepmsa_qMSA_hms_4,84.683
100,deepmsa_qMSA_jac_0,89.261
101,deepmsa_qMSA_jac_1,88.38
102,deepmsa_qMSA_jac_2,88.732
103,deepmsa_qMSA_jac_3,80.106
104,deepmsa_qMSA_jac_4,88.908
105,def_drop_nos_0,70.775
106,def_drop_nos_1,73.415
107,def_drop_nos_2,69.014
108,def_drop_nos_3,63.38
109,def_drop_nos_4,69.19
110,def_drop_s_0,67.43
111,def_drop_s_1,63.732
112,def_drop_s_2,70.599
113,def_drop_s_3,69.718
114,def_drop_s_4,63.38
115,def_esm_msa_0,72.711
116,def_esm_msa_1,70.423
117,def_esm_msa_2,72.535
118,def_esm_msa_3,66.197
119,def_esm_msa_4,68.662
120,def_esm_msa_ckpt5_0,76.585
121,def_esm_msa_ckpt5_1,67.606
122,def_esm_msa_ckpt5_2,26.937
123,def_esm_msa_ckpt5_3,52.289
124,def_esm_msa_ckpt5_4,22.535
125,def_notemp_0,92.254
126,def_notemp_1,90.493
127,def_notemp_2,81.514
128,def_notemp_3,90.845
129,def_notemp_4,90.141
130,def_notemp_drop_nos_0,91.549
131,def_notemp_drop_nos_1,91.549
132,def_notemp_drop_nos_2,91.021
133,def_notemp_drop_nos_3,85.211
134,def_notemp_drop_nos_4,88.556
135,def_notemp_drop_s_0,87.324
136,def_notemp_drop_s_1,87.852
137,def_notemp_drop_s_2,84.683
138,def_notemp_drop_s_3,91.725
139,def_notemp_drop_s_4,87.852
140,def_ptm_drop_nos_0,64.261
141,def_ptm_drop_nos_1,64.613
142,def_ptm_drop_nos_2,66.725
143,def_ptm_drop_nos_3,61.62
144,def_ptm_drop_nos_4,56.162
145,def_ptm_drop_s_0,21.831
146,def_ptm_drop_s_1,32.57
147,def_ptm_drop_s_2,56.514
148,def_ptm_drop_s_3,49.12
149,def_ptm_drop_s_4,27.993
150,def_ptm_not_drop_nos_0,89.965
151,def_ptm_not_drop_nos_1,80.458
152,def_ptm_not_drop_nos_2,88.028
153,def_ptm_not_drop_nos_3,90.317
154,def_ptm_not_drop_nos_4,86.972
155,def_ptm_not_drop_s_0,89.085
156,def_ptm_not_drop_s_1,88.028
157,def_ptm_not_drop_s_2,91.725
158,def_ptm_not_drop_s_3,90.317
159,def_ptm_not_drop_s_4,91.549
160,def_ptm_notemp_0,89.261
161,def_ptm_notemp_1,88.38
162,def_ptm_notemp_2,90.669
163,def_ptm_notemp_3,90.493
164,def_ptm_notemp_4,87.852
165,default_0,69.014
166,default_1,69.718
167,default_2,64.261
168,default_3,69.366
169,default_4,63.204
170,default_pdb70_new_0,86.972
171,default_pdb70_new_1,91.901
172,default_pdb70_new_2,80.634
173,default_pdb70_new_3,86.796
174,default_pdb70_new_4,91.373
175,default_ptm_0,61.796
176,default_ptm_1,33.627
177,default_ptm_2,64.613
178,default_ptm_3,32.746
179,default_ptm_4,21.831
180,default_seq_temp_0,85.739
181,default_seq_temp_1,85.915
182,default_seq_temp_2,81.162
183,default_seq_temp_3,91.373
184,default_seq_temp_4,88.38
185,dhr_0,85.739
186,dhr_1,87.852
187,dhr_2,89.789
188,dhr_3,88.908
189,dhr_4,86.268
190,ori_seq_temp_0,85.211
191,ori_seq_temp_1,88.028
192,ori_seq_temp_2,86.092
193,ori_seq_temp_3,89.085
194,ori_seq_temp_4,86.62
195,original_0,85.387
196,original_1,86.796
197,original_2,91.725
198,original_3,90.141
199,original_4,91.197
