,model,tmscore
172,def_ptm_notemp_2,0.9504
173,def_ptm_notemp_3,0.9715
174,def_ptm_notemp_4,0.9609
175,default_0,0.6143
176,default_1,0.6117
177,default_2,0.6126
178,default_3,0.6023
179,default_4,0.609
180,default_pdb70_new_0,0.9593
181,default_pdb70_new_1,0.9673
182,default_pdb70_new_2,0.9456
183,default_pdb70_new_3,0.9562
184,default_pdb70_new_4,0.9668
185,default_ptm_0,0.6198
186,default_ptm_1,0.6081
187,default_ptm_2,0.612
188,default_ptm_3,0.6126
189,default_ptm_4,0.6004
190,default_seq_temp_0,0.9459
191,default_seq_temp_1,0.9538
192,default_seq_temp_2,0.9554
193,default_seq_temp_3,0.947
194,default_seq_temp_4,0.953
195,dhr_0,0.9544
196,dhr_1,0.9483
197,dhr_2,0.9522
198,dhr_3,0.9565
199,dhr_4,0.9334
200,dmsa_dom_hhsearch_0,0.9577
201,dmsa_dom_hhsearch_1,0.9537
202,dmsa_dom_hhsearch_2,0.9535
203,dmsa_dom_hhsearch_3,0.9565
204,dmsa_dom_hhsearch_4,0.9528
205,dmsa_dom_manual_0,0.9539
206,dmsa_dom_manual_1,0.9565
207,dmsa_dom_manual_2,0.9546
208,dmsa_dom_manual_3,0.9589
209,dmsa_dom_manual_4,0.957
210,dmsa_dom_parser_0,0.9509
211,dmsa_dom_parser_1,0.9516
212,dmsa_dom_parser_2,0.9523
213,dmsa_dom_parser_3,0.9555
214,dmsa_dom_parser_4,0.9605
215,ori_seq_temp_0,0.9589
216,ori_seq_temp_1,0.9576
217,ori_seq_temp_2,0.9575
218,ori_seq_temp_3,0.9683
219,ori_seq_temp_4,0.9566
220,original_0,0.9565
221,original_1,0.9695
222,original_2,0.9573
223,original_3,0.9555
224,original_4,0.9558
