,model,tmscore
85,def_dom_hhsearch_0,0.9591
86,def_dom_hhsearch_1,0.9591
87,def_dom_hhsearch_2,0.9582
88,def_dom_hhsearch_3,0.9582
89,def_dom_hhsearch_4,0.9593
90,def_dom_manual_0,0.9603
91,def_dom_manual_1,0.9582
92,def_dom_manual_2,0.9575
93,def_dom_manual_3,0.9581
94,def_dom_manual_4,0.9615
95,def_dom_parser_0,0.9617
96,def_dom_parser_1,0.9627
97,def_dom_parser_2,0.9609
98,def_dom_parser_3,0.9619
99,def_dom_parser_4,0.9647
100,def_dom_unidoc_0,0.9555
101,def_dom_unidoc_1,0.9593
102,def_dom_unidoc_2,0.9574
103,def_dom_unidoc_3,0.9625
104,def_dom_unidoc_4,0.9592
105,def_drop_nos_0,0.9652
106,def_drop_nos_1,0.9636
107,def_drop_nos_2,0.9637
108,def_drop_nos_3,0.9607
109,def_drop_nos_4,0.9587
110,def_drop_s_0,0.9614
111,def_drop_s_1,0.9587
112,def_drop_s_2,0.9568
113,def_drop_s_3,0.9586
114,def_drop_s_4,0.9612
115,def_esm_msa_0,0.9498
116,def_esm_msa_1,0.9557
117,def_esm_msa_2,0.9584
118,def_esm_msa_3,0.9624
119,def_esm_msa_4,0.9625
120,def_esm_msa_ckpt5_0,0.9565
121,def_esm_msa_ckpt5_1,0.9554
122,def_esm_msa_ckpt5_2,0.9566
123,def_esm_msa_ckpt5_3,0.9569
124,def_esm_msa_ckpt5_4,0.9611
125,def_notemp_0,0.9611
126,def_notemp_1,0.9591
127,def_notemp_2,0.9551
128,def_notemp_3,0.9536
129,def_notemp_4,0.9614
130,def_notemp_drop_nos_0,0.9578
131,def_notemp_drop_nos_1,0.9593
132,def_notemp_drop_nos_2,0.9525
133,def_notemp_drop_nos_3,0.9611
134,def_notemp_drop_nos_4,0.9588
135,def_notemp_drop_s_0,0.9566
136,def_notemp_drop_s_1,0.9592
137,def_notemp_drop_s_2,0.9557
138,def_notemp_drop_s_3,0.9558
139,def_notemp_drop_s_4,0.9637
140,def_ptm_drop_nos_0,0.9562
141,def_ptm_drop_nos_1,0.9519
142,def_ptm_drop_nos_2,0.9496
143,def_ptm_drop_nos_3,0.9566
144,def_ptm_drop_nos_4,0.9527
145,def_ptm_drop_s_0,0.9544
146,def_ptm_drop_s_1,0.9532
147,def_ptm_drop_s_2,0.9507
148,def_ptm_drop_s_3,0.9553
149,def_ptm_drop_s_4,0.9547
150,def_ptm_not_drop_nos_0,0.9515
151,def_ptm_not_drop_nos_1,0.9488
152,def_ptm_not_drop_nos_2,0.9533
153,def_ptm_not_drop_nos_3,0.9603
154,def_ptm_not_drop_nos_4,0.9509
155,def_ptm_not_drop_s_0,0.9538
156,def_ptm_not_drop_s_1,0.9553
157,def_ptm_not_drop_s_2,0.9518
158,def_ptm_not_drop_s_3,0.9569
159,def_ptm_not_drop_s_4,0.9572
160,def_ptm_notemp_0,0.9513
161,def_ptm_notemp_1,0.9521
162,def_ptm_notemp_2,0.958
163,def_ptm_notemp_3,0.9501
164,def_ptm_notemp_4,0.9531
165,default_0,0.9524
166,default_1,0.965
167,default_2,0.958
168,default_3,0.9624
169,default_4,0.9492
170,default_pdb70_new_0,0.9627
171,default_pdb70_new_1,0.961
172,default_pdb70_new_2,0.9567
173,default_pdb70_new_3,0.9597
174,default_pdb70_new_4,0.9586
175,default_ptm_0,0.955
176,default_ptm_1,0.9557
177,default_ptm_2,0.9568
178,default_ptm_3,0.9544
179,default_ptm_4,0.9549
180,default_seq_temp_0,0.9594
181,default_seq_temp_1,0.9582
182,default_seq_temp_2,0.9606
183,default_seq_temp_3,0.962
184,default_seq_temp_4,0.9561
185,dhr_0,0.9614
186,dhr_1,0.953
187,dhr_2,0.961
188,dhr_3,0.9541
189,dhr_4,0.9525
190,dmsa_dom_hhsearch_0,0.9571
191,dmsa_dom_hhsearch_1,0.9538
192,dmsa_dom_hhsearch_2,0.9533
193,dmsa_dom_hhsearch_3,0.9595
194,dmsa_dom_hhsearch_4,0.9597
195,dmsa_dom_manual_0,0.9597
196,dmsa_dom_manual_1,0.959
197,dmsa_dom_manual_2,0.9588
198,dmsa_dom_manual_3,0.962
199,dmsa_dom_manual_4,0.9597
200,dmsa_dom_parser_0,0.9605
201,dmsa_dom_parser_1,0.9584
202,dmsa_dom_parser_2,0.9596
203,dmsa_dom_parser_3,0.9559
204,dmsa_dom_parser_4,0.9599
205,dmsa_dom_unidoc_0,0.9517
206,dmsa_dom_unidoc_1,0.9598
207,dmsa_dom_unidoc_2,0.9541
208,dmsa_dom_unidoc_3,0.9522
209,dmsa_dom_unidoc_4,0.9552
210,ori_seq_temp_0,0.9614
211,ori_seq_temp_1,0.9593
212,ori_seq_temp_2,0.9626
213,ori_seq_temp_3,0.9599
214,ori_seq_temp_4,0.9582
215,original_0,0.9551
216,original_1,0.9511
217,original_2,0.9537
218,original_3,0.953
219,original_4,0.9596
