,model,tmscore
93,deepmsa_qMSA_hhb_3,0.8297
94,deepmsa_qMSA_hhb_4,0.8245
95,deepmsa_qMSA_hms_0,0.9042
96,deepmsa_qMSA_hms_1,0.894
97,deepmsa_qMSA_hms_2,0.8954
98,deepmsa_qMSA_hms_3,0.8247
99,deepmsa_qMSA_hms_4,0.8292
100,deepmsa_qMSA_jac_0,0.9037
101,deepmsa_qMSA_jac_1,0.9021
102,deepmsa_qMSA_jac_2,0.9044
103,deepmsa_qMSA_jac_3,0.8944
104,deepmsa_qMSA_jac_4,0.8336
105,def_drop_nos_0,0.7927
106,def_drop_nos_1,0.5252
107,def_drop_nos_2,0.5216
108,def_drop_nos_3,0.714
109,def_drop_nos_4,0.5059
110,def_drop_s_0,0.7959
111,def_drop_s_1,0.5157
112,def_drop_s_2,0.5036
113,def_drop_s_3,0.7572
114,def_drop_s_4,0.5115
115,def_esm_msa_0,0.9022
116,def_esm_msa_1,0.8991
117,def_esm_msa_2,0.8982
118,def_esm_msa_3,0.8979
119,def_esm_msa_4,0.8977
120,def_esm_msa_ckpt5_0,0.8917
121,def_esm_msa_ckpt5_1,0.8898
122,def_esm_msa_ckpt5_2,0.9095
123,def_esm_msa_ckpt5_3,0.8955
124,def_esm_msa_ckpt5_4,0.8951
125,def_notemp_0,0.9018
126,def_notemp_1,0.9005
127,def_notemp_2,0.8949
128,def_notemp_3,0.8959
129,def_notemp_4,0.8298
130,def_notemp_drop_nos_0,0.9053
131,def_notemp_drop_nos_1,0.905
132,def_notemp_drop_nos_2,0.9038
133,def_notemp_drop_nos_3,0.9031
134,def_notemp_drop_nos_4,0.9141
135,def_notemp_drop_s_0,0.9057
136,def_notemp_drop_s_1,0.9042
137,def_notemp_drop_s_2,0.903
138,def_notemp_drop_s_3,0.9139
139,def_notemp_drop_s_4,0.9059
140,def_ptm_drop_nos_0,0.7726
141,def_ptm_drop_nos_1,0.8425
142,def_ptm_drop_nos_2,0.7607
143,def_ptm_drop_nos_3,0.7444
144,def_ptm_drop_nos_4,0.7112
145,def_ptm_drop_s_0,0.7881
146,def_ptm_drop_s_1,0.7579
147,def_ptm_drop_s_2,0.8401
148,def_ptm_drop_s_3,0.6898
149,def_ptm_drop_s_4,0.7095
150,def_ptm_not_drop_nos_0,0.9048
151,def_ptm_not_drop_nos_1,0.9099
152,def_ptm_not_drop_nos_2,0.9054
153,def_ptm_not_drop_nos_3,0.9075
154,def_ptm_not_drop_nos_4,0.9075
155,def_ptm_not_drop_s_0,0.9049
156,def_ptm_not_drop_s_1,0.9084
157,def_ptm_not_drop_s_2,0.9051
158,def_ptm_not_drop_s_3,0.9057
159,def_ptm_not_drop_s_4,0.9089
160,def_ptm_notemp_0,0.9092
161,def_ptm_notemp_1,0.9092
162,def_ptm_notemp_2,0.9105
163,def_ptm_notemp_3,0.9082
164,def_ptm_notemp_4,0.9086
165,default_0,0.9011
166,default_1,0.5081
167,default_2,0.5231
168,default_3,0.5227
169,default_4,0.506
170,default_pdb70_new_0,0.9028
171,default_pdb70_new_1,0.9009
172,default_pdb70_new_2,0.9013
173,default_pdb70_new_3,0.9024
174,default_pdb70_new_4,0.9034
175,default_ptm_0,0.7385
176,default_ptm_1,0.7817
177,default_ptm_2,0.6437
178,default_ptm_3,0.7097
179,default_ptm_4,0.7458
180,default_seq_temp_0,0.8949
181,default_seq_temp_1,0.8981
182,default_seq_temp_2,0.9021
183,default_seq_temp_3,0.9097
184,default_seq_temp_4,0.904
185,dhr_0,0.8923
186,dhr_1,0.892
187,dhr_2,0.8938
188,dhr_3,0.8917
189,dhr_4,0.9052
190,ori_seq_temp_0,0.903
191,ori_seq_temp_1,0.9055
192,ori_seq_temp_2,0.9047
193,ori_seq_temp_3,0.903
194,ori_seq_temp_4,0.8911
195,original_0,0.8918
196,original_1,0.8907
197,original_2,0.8911
198,original_3,0.9042
199,original_4,0.9039
