,model,tmscore
73,def_esm_msa_3,0.6209
74,def_esm_msa_4,0.6204
75,def_esm_msa_ckpt5_0,0.5821
76,def_esm_msa_ckpt5_1,0.582
77,def_esm_msa_ckpt5_2,0.5872
78,def_esm_msa_ckpt5_3,0.6194
79,def_esm_msa_ckpt5_4,0.6199
80,def_notemp_0,0.5699
81,def_notemp_1,0.5795
82,def_notemp_2,0.5781
83,def_notemp_3,0.5791
84,def_notemp_4,0.5783
85,def_notemp_drop_nos_0,0.581
86,def_notemp_drop_nos_1,0.5817
87,def_notemp_drop_nos_2,0.5803
88,def_notemp_drop_nos_3,0.5795
89,def_notemp_drop_nos_4,0.5794
90,def_notemp_drop_s_0,0.5719
91,def_notemp_drop_s_1,0.5782
92,def_notemp_drop_s_2,0.5795
93,def_notemp_drop_s_3,0.57
94,def_notemp_drop_s_4,0.5819
95,def_ptm_drop_nos_0,0.5756
96,def_ptm_drop_nos_1,0.581
97,def_ptm_drop_nos_2,0.5831
98,def_ptm_drop_nos_3,0.5807
99,def_ptm_drop_nos_4,0.5826
100,def_ptm_drop_s_0,0.579
101,def_ptm_drop_s_1,0.5799
102,def_ptm_drop_s_2,0.5837
103,def_ptm_drop_s_3,0.5825
104,def_ptm_drop_s_4,0.5833
105,def_ptm_not_drop_nos_0,0.5795
106,def_ptm_not_drop_nos_1,0.581
107,def_ptm_not_drop_nos_2,0.5815
108,def_ptm_not_drop_nos_3,0.5793
109,def_ptm_not_drop_nos_4,0.5816
110,def_ptm_not_drop_s_0,0.5789
111,def_ptm_not_drop_s_1,0.5781
112,def_ptm_not_drop_s_2,0.5809
113,def_ptm_not_drop_s_3,0.5807
114,def_ptm_not_drop_s_4,0.5814
115,def_ptm_notemp_0,0.5808
116,def_ptm_notemp_1,0.5809
117,def_ptm_notemp_2,0.5813
118,def_ptm_notemp_3,0.5812
119,def_ptm_notemp_4,0.5781
120,default_0,0.5812
121,default_1,0.5816
122,default_2,0.5826
123,default_3,0.5753
124,default_4,0.5819
125,default_pdb70_new_0,0.583
126,default_pdb70_new_1,0.5824
127,default_pdb70_new_2,0.583
128,default_pdb70_new_3,0.5819
129,default_pdb70_new_4,0.5816
130,default_ptm_0,0.5824
131,default_ptm_1,0.5815
132,default_ptm_2,0.5813
133,default_ptm_3,0.5825
134,default_ptm_4,0.5837
135,default_seq_temp_0,0.57
136,default_seq_temp_1,0.5696
137,default_seq_temp_2,0.5804
138,default_seq_temp_3,0.5788
139,default_seq_temp_4,0.5781
140,dhr_0,0.6155
141,dhr_1,0.6159
142,dhr_2,0.6164
143,dhr_3,0.6171
144,dhr_4,0.6165
145,esmfold_0,0.6148
146,esmfold_1,0.6153
147,esmfold_2,0.6149
148,esmfold_3,0.6151
149,esmfold_4,0.6151
150,ori_seq_temp_0,0.6113
151,ori_seq_temp_1,0.5784
152,ori_seq_temp_2,0.6224
153,ori_seq_temp_3,0.6122
154,ori_seq_temp_4,0.6116
155,original_0,0.6126
156,original_1,0.6224
157,original_2,0.6227
158,original_3,0.6227
159,original_4,0.5779
